ArtistName,EndTime,TrackName,MsPlayed,Date,Year,Month,DayName,Hour,MinutesPlayed,IsSkipped
Karan Aujla,2025-01-27 14:31:00,Winning Speech,192733,2025-01-27,2025,January,Monday,14,3.21,No
Karan Aujla,2025-01-28 04:36:00,Winning Speech,35714,2025-01-28,2025,January,Tuesday,4,0.60,No
Karan Aujla,2025-01-28 04:46:00,Ask About Me,97734,2025-01-28,2025,January,Tuesday,4,1.63,No
Karan Aujla,2025-01-28 04:47:00,Ask About Me,47610,2025-01-28,2025,January,Tuesday,4,0.79,No
Karan Aujla,2025-01-28 04:48:00,Wytb,70735,2025-01-28,2025,January,Tuesday,4,1.18,No
Karan Aujla,2025-01-28 04:58:00,Wytb,6301,2025-01-28,2025,January,Tuesday,4,0.11,Yes
Karan Aujla,2025-01-28 05:01:00,Softly,155161,2025-01-28,2025,January,Tuesday,5,2.59,No
Bohemia,2025-01-28 05:02:00,Ek Din,31272,2025-01-28,2025,January,Tuesday,5,0.52,No
Karan Aujla,2025-01-28 05:05:00,ON TOP 2,181714,2025-01-28,2025,January,Tuesday,5,3.03,No
Tushar,2025-01-28 05:08:00,Madam Ji,186270,2025-01-28,2025,January,Tuesday,5,3.10,No
Various Artists,2025-01-28 05:17:00,Ford VS Ford,259239,2025-01-28,2025,January,Tuesday,5,4.32,No
Mehtab Virk,2025-01-28 05:21:00,Apni Bna Lai,36555,2025-01-28,2025,January,Tuesday,5,0.61,No
Mehtab Virk,2025-01-28 05:21:00,Drop,188848,2025-01-28,2025,January,Tuesday,5,3.15,No
Shivjot,2025-01-28 05:24:00,Ford Vs Ford 2,47580,2025-01-28,2025,January,Tuesday,5,0.79,No
Mehtab Virk,2025-01-28 05:24:00,Haar Jaani Aa,7052,2025-01-28,2025,January,Tuesday,5,0.12,Yes
Mehtab Virk,2025-01-28 05:24:00,Jhidkaan,305,2025-01-28,2025,January,Tuesday,5,0.01,Yes
Babbal Rai,2025-01-28 05:24:00,Tera Naam,25006,2025-01-28,2025,January,Tuesday,5,0.42,Yes
Mehtab Virk,2025-01-28 05:25:00,Taara,58283,2025-01-28,2025,January,Tuesday,5,0.97,No
Jordan Sandhu,2025-01-28 05:28:00,Teeje Week,190203,2025-01-28,2025,January,Tuesday,5,3.17,No
Jordan Sandhu,2025-01-28 05:33:00,Tareefan,192000,2025-01-28,2025,January,Tuesday,5,3.20,No
Jordan Sandhu,2025-01-28 05:36:00,Jattiye Ni,181787,2025-01-28,2025,January,Tuesday,5,3.03,No
Jordan Sandhu,2025-01-28 05:40:00,Tu Te Sharab,195000,2025-01-28,2025,January,Tuesday,5,3.25,No
Jordan Sandhu,2025-01-28 05:43:00,Defend,173895,2025-01-28,2025,January,Tuesday,5,2.90,No
Jordan Sandhu,2025-01-28 05:56:00,Ammo (feat. Sultaan),103930,2025-01-28,2025,January,Tuesday,5,1.73,No
Jordan Sandhu,2025-01-28 16:38:00,Teeje Week,190203,2025-01-28,2025,January,Tuesday,16,3.17,No
Jordan Sandhu,2025-01-28 16:41:00,Tareefan,192000,2025-01-28,2025,January,Tuesday,16,3.20,No
Jordan Sandhu,2025-01-28 16:44:00,Jattiye Ni,181787,2025-01-28,2025,January,Tuesday,16,3.03,No
Jordan Sandhu,2025-01-28 16:47:00,Tu Te Sharab,195000,2025-01-28,2025,January,Tuesday,16,3.25,No
Jordan Sandhu,2025-01-28 16:50:00,Defend,173895,2025-01-28,2025,January,Tuesday,16,2.90,No
Jordan Sandhu,2025-01-28 16:54:00,Ammo (feat. Sultaan),202618,2025-01-28,2025,January,Tuesday,16,3.38,No
Mankirt Aulakh,2025-01-28 16:56:00,Gangland,168000,2025-01-28,2025,January,Tuesday,16,2.80,No
Mankirt Aulakh,2025-01-28 17:00:00,Kadar,189544,2025-01-28,2025,January,Tuesday,17,3.16,No
Vicky Dhillon,2025-01-28 17:02:00,Top Notch Gabru,158294,2025-01-28,2025,January,Tuesday,17,2.64,No
Simiran Kaur Dhadli,2025-01-28 17:06:00,Barood Wargi,231529,2025-01-28,2025,January,Tuesday,17,3.86,No
Garry Sandhu,2025-01-28 17:08:00,Illegal Weapon,68744,2025-01-28,2025,January,Tuesday,17,1.15,No
Garry Sandhu,2025-01-29 15:21:00,Illegal Weapon,47303,2025-01-29,2025,January,Wednesday,15,0.79,No
Vishal-Shekhar,2025-01-30 17:45:00,Ishq Bulaava,303640,2025-01-30,2025,January,Thursday,17,5.06,No
Vishal-Shekhar,2025-01-30 17:49:00,Zehnaseeb,217440,2025-01-30,2025,January,Thursday,17,3.62,No
Vishal-Shekhar,2025-01-30 17:54:00,Bahara,325706,2025-01-30,2025,January,Thursday,17,5.43,No
Vishal-Shekhar,2025-01-30 17:59:00,Bin Tere,330360,2025-01-30,2025,January,Thursday,17,5.51,No
Vishal-Shekhar,2025-01-30 18:04:00,Ajab Si,241668,2025-01-30,2025,January,Thursday,18,4.03,No
Vishal-Shekhar,2025-01-30 18:09:00,Falak Tak,306214,2025-01-30,2025,January,Thursday,18,5.10,No
Ayushmann Khurrana,2025-02-01 19:05:00,Pani Da Rang - Male Vocals,15249,2025-02-01,2025,February,Saturday,19,0.25,Yes
Vishal-Shekhar,2025-02-01 19:05:00,Falak Tak,1732,2025-02-01,2025,February,Saturday,19,0.03,Yes
Vishal-Shekhar,2025-02-01 19:11:00,Ishq Bulaava,303640,2025-02-01,2025,February,Saturday,19,5.06,No
Vishal-Shekhar,2025-02-01 19:19:00,Vele,230546,2025-02-01,2025,February,Saturday,19,3.84,No
Vishal-Shekhar,2025-02-01 19:20:00,Zehnaseeb,35514,2025-02-01,2025,February,Saturday,19,0.59,No
Vishal-Shekhar,2025-02-02 17:48:00,Zehnaseeb,128086,2025-02-02,2025,February,Sunday,17,2.13,No
Vishal-Shekhar,2025-02-02 17:53:00,Kukkad,262866,2025-02-02,2025,February,Sunday,17,4.38,No
Vishal-Shekhar,2025-02-02 17:58:00,Bahara,325706,2025-02-02,2025,February,Sunday,17,5.43,No
Vishal-Shekhar,2025-02-02 18:01:00,Drama Queen,159138,2025-02-02,2025,February,Sunday,18,2.65,No
Sanam Puri,2025-02-03 16:53:00,Fakira,162923,2025-02-03,2025,February,Monday,16,2.72,No
Sanam Puri,2025-02-03 16:55:00,Kya Karoon,70223,2025-02-03,2025,February,Monday,16,1.17,No
Gurnam Bhullar,2025-02-03 16:59:00,Fakira,249882,2025-02-03,2025,February,Monday,16,4.16,No
Sanam,2025-02-03 17:03:00,Jaane Woh Kaise,261290,2025-02-03,2025,February,Monday,17,4.35,No
Kunaal Vermaa,2025-02-03 17:07:00,Milenge Hum Nahi,209000,2025-02-03,2025,February,Monday,17,3.48,No
Gurnam Bhullar,2025-02-03 17:11:00,Pagal,269268,2025-02-03,2025,February,Monday,17,4.49,No
Mustafa Zahid,2025-02-03 17:16:00,Na kar Deewana,319266,2025-02-03,2025,February,Monday,17,5.32,No
Altamash Faridi,2025-02-03 17:21:00,Jeena Marna,284646,2025-02-03,2025,February,Monday,17,4.74,No
Soham Naik,2025-02-03 17:26:00,Raanjhana Ve,283195,2025-02-03,2025,February,Monday,17,4.72,No
Sanam,2025-02-03 17:30:00,Pehla Nasha,224210,2025-02-03,2025,February,Monday,17,3.74,No
Mustafa Zahid,2025-02-03 17:36:00,Toh Phir Aao - Lounge Version,355866,2025-02-03,2025,February,Monday,17,5.93,No
Diljit Dosanjh,2025-02-03 17:38:00,Kabhi Usey Noor Noor Kehta Hoon - Trending Version,134080,2025-02-03,2025,February,Monday,17,2.23,No
Rajat Nagpal,2025-02-03 17:43:00,Main Royaan,249353,2025-02-03,2025,February,Monday,17,4.16,No
Sona Mohapatra,2025-02-03 17:47:00,Jiya Lage Na,276607,2025-02-03,2025,February,Monday,17,4.61,No
Aditya Narayan,2025-02-03 17:52:00,Chaahata Dil Tumko,279545,2025-02-03,2025,February,Monday,17,4.66,No
Akhil Sachdeva,2025-02-03 17:56:00,Tere Naal,256046,2025-02-03,2025,February,Monday,17,4.27,No
Ami Mishra,2025-02-03 17:59:00,Hasi Ban Gaye,165499,2025-02-03,2025,February,Monday,17,2.76,No
Sachet Tandon,2025-02-03 18:02:00,Beiraada,199181,2025-02-03,2025,February,Monday,18,3.32,No
Papon,2025-02-03 18:08:00,"Mujhe Kaise, Pata Na Chala",317118,2025-02-03,2025,February,Monday,18,5.29,No
Kushagra,2025-02-03 18:22:00,Baawra,185145,2025-02-03,2025,February,Monday,18,3.09,No
Pritam,2025-02-03 20:16:00,Kabira,223459,2025-02-03,2025,February,Monday,20,3.72,No
Pritam,2025-02-03 20:21:00,Subhanallah,249707,2025-02-03,2025,February,Monday,20,4.16,No
Sachin-Jigar,2025-02-03 20:21:00,Saibo,17190,2025-02-03,2025,February,Monday,20,0.29,Yes
Pritam,2025-02-03 20:26:00,Tum Jo Aaye,253897,2025-02-03,2025,February,Monday,20,4.23,No
Pritam,2025-02-03 20:36:00,Tum Se Hi,6487,2025-02-03,2025,February,Monday,20,0.11,Yes
Pritam,2025-02-04 17:31:00,Tum Se Hi,314752,2025-02-04,2025,February,Tuesday,17,5.25,No
Pritam,2025-02-04 17:37:00,Tu Jaane Na,341933,2025-02-04,2025,February,Tuesday,17,5.70,No
Pritam,2025-02-04 17:43:00,Mehrama,249415,2025-02-04,2025,February,Tuesday,17,4.16,No
Pritam,2025-02-04 17:48:00,Tera Hone Laga Hoon,299827,2025-02-04,2025,February,Tuesday,17,5.00,No
Pritam,2025-02-04 17:54:00,Bulleya,348965,2025-02-04,2025,February,Tuesday,17,5.82,No
Pritam,2025-02-04 18:02:00,Ye Tune Kya Kiya,314239,2025-02-04,2025,February,Tuesday,18,5.24,No
Pritam,2025-02-04 18:07:00,Ajj Din Chadheya,315013,2025-02-04,2025,February,Tuesday,18,5.25,No
Pritam,2025-02-04 18:18:00,Dooriyan,68727,2025-02-04,2025,February,Tuesday,18,1.15,No
Pritam,2025-02-04 19:42:00,Dooriyan,268643,2025-02-04,2025,February,Tuesday,19,4.48,No
Sachin-Jigar,2025-02-04 19:46:00,Jeena Jeena,228969,2025-02-04,2025,February,Tuesday,19,3.82,No
Pritam,2025-02-04 19:51:00,Tum Hi Ho Bandhu,283693,2025-02-04,2025,February,Tuesday,19,4.73,No
Sachin-Jigar,2025-02-04 19:55:00,Mileya Mileya,266279,2025-02-04,2025,February,Tuesday,19,4.44,No
Raghav Chaitanya,2025-02-04 20:00:00,"Hua Main (From ""ANIMAL"")",277021,2025-02-04,2025,February,Tuesday,20,4.62,No
Vishal Mishra,2025-02-04 20:04:00,Pehle Bhi Main,250158,2025-02-04,2025,February,Tuesday,20,4.17,No
Jasleen Royal,2025-02-04 20:08:00,"Ranjha (From ""Shershaah"")",228855,2025-02-04,2025,February,Tuesday,20,3.81,No
Salim–Sulaiman,2025-02-04 20:14:00,O Re Piya,379768,2025-02-04,2025,February,Tuesday,20,6.33,No
A.R. Rahman,2025-02-04 20:22:00,Kun Faya Kun,470500,2025-02-04,2025,February,Tuesday,20,7.84,No
Ayushmann Khurrana,2025-02-04 20:27:00,Pani Da Rang - Male Vocals,240786,2025-02-04,2025,February,Tuesday,20,4.01,No
Atif Aslam,2025-02-04 20:31:00,Dil Diyan Gallan,260536,2025-02-04,2025,February,Tuesday,20,4.34,No
Pritam,2025-02-04 20:35:00,"Mere Dholna 3.0 (Sonu Nigam Version) [From ""Bhool Bhulaiyaa 3""]",266131,2025-02-04,2025,February,Tuesday,20,4.44,No
Javed Ali,2025-02-04 20:40:00,Ek Din Teri Raahon,292000,2025-02-04,2025,February,Tuesday,20,4.87,No
Sachet-Parampara,2025-02-04 20:44:00,"Raanjhan (From ""Do Patti"")",240066,2025-02-04,2025,February,Tuesday,20,4.00,No
Sachin-Jigar,2025-02-04 20:48:00,Jeene Laga Hoon,226475,2025-02-04,2025,February,Tuesday,20,3.77,No
Mohit Chauhan,2025-02-05 17:23:00,Tum Ho,0,2025-02-05,2025,February,Wednesday,17,0.00,Yes
Sachin-Jigar,2025-02-05 17:23:00,Jeene Laga Hoon,10472,2025-02-05,2025,February,Wednesday,17,0.17,Yes
Shankar-Ehsaan-Loy,2025-02-05 17:29:00,Mera Yaar,351293,2025-02-05,2025,February,Wednesday,17,5.85,No
Shankar-Ehsaan-Loy,2025-02-05 17:35:00,O Rangrez,385000,2025-02-05,2025,February,Wednesday,17,6.42,No
Jasleen Royal,2025-02-05 17:39:00,Sahiba,217148,2025-02-05,2025,February,Wednesday,17,3.62,No
Shankar-Ehsaan-Loy,2025-02-05 17:44:00,Ishq Di Baajiyaan,287134,2025-02-05,2025,February,Wednesday,17,4.79,No
Shankar-Ehsaan-Loy,2025-02-05 17:50:00,Mitwa,382973,2025-02-05,2025,February,Wednesday,17,6.38,No
Shankar-Ehsaan-Loy,2025-02-05 17:55:00,Tere Naina,278546,2025-02-05,2025,February,Wednesday,17,4.64,No
Shankar-Ehsaan-Loy,2025-02-05 18:02:00,Noor E Khuda,397080,2025-02-05,2025,February,Wednesday,18,6.62,No
Shankar-Ehsaan-Loy,2025-02-06 17:26:00,Mera Yaar,351293,2025-02-06,2025,February,Thursday,17,5.85,No
Jordan Sandhu,2025-02-06 17:30:00,Tareefan,192000,2025-02-06,2025,February,Thursday,17,3.20,No
Jasleen Royal,2025-02-06 17:34:00,Sahiba,217148,2025-02-06,2025,February,Thursday,17,3.62,No
Mankirt Aulakh,2025-02-06 17:36:00,Gangland,168000,2025-02-06,2025,February,Thursday,17,2.80,No
Amrinder Gill,2025-02-06 17:41:00,Mera Deewanapan,242573,2025-02-06,2025,February,Thursday,17,4.04,No
Garry Sandhu,2025-02-06 17:44:00,Illegal Weapon,230000,2025-02-06,2025,February,Thursday,17,3.83,No
Mankirt Aulakh,2025-02-06 17:48:00,Badnam ( Orignal Version ),203595,2025-02-06,2025,February,Thursday,17,3.39,No
Amrinder Gill,2025-02-06 17:52:00,Asi Gabru Punjabi,228453,2025-02-06,2025,February,Thursday,17,3.81,No
Gupz Sehra,2025-02-06 17:55:00,Label Black,175076,2025-02-06,2025,February,Thursday,17,2.92,No
Tegi Pannu,2025-02-06 17:57:00,Untouchable,153210,2025-02-06,2025,February,Thursday,17,2.55,No
Sherry Maan,2025-02-06 18:01:00,Chandigarh Waliye,221992,2025-02-06,2025,February,Thursday,18,3.70,No
Jass Manak,2025-02-06 18:04:00,Viah,162441,2025-02-06,2025,February,Thursday,18,2.71,No
Harrdy Sandhu,2025-02-06 18:06:00,Hornn Blow,146431,2025-02-06,2025,February,Thursday,18,2.44,No
The Landers,2025-02-06 18:09:00,Gustakhiyan,152727,2025-02-06,2025,February,Thursday,18,2.55,No
Guri,2025-02-06 18:13:00,Yaar Beli,211796,2025-02-06,2025,February,Thursday,18,3.53,No
Pritam,2025-02-06 18:18:00,Ye Tune Kya Kiya,314239,2025-02-06,2025,February,Thursday,18,5.24,No
Babbu Maan,2025-02-06 18:23:00,Mittran Di Chhatri,337013,2025-02-06,2025,February,Thursday,18,5.62,No
Specialist,2025-02-06 18:27:00,Dhaaru Pee Ke,242293,2025-02-06,2025,February,Thursday,18,4.04,No
B Praak,2025-02-07 11:26:00,"Parindey (From ""Jatt Nuu Chudail Takri"")",2168,2025-02-07,2025,February,Friday,11,0.04,Yes
B Praak,2025-02-07 16:55:00,"Parindey (From ""Jatt Nuu Chudail Takri"")",240869,2025-02-07,2025,February,Friday,16,4.01,No
Kaka,2025-02-07 16:56:00,Keh Len De,29900,2025-02-07,2025,February,Friday,16,0.50,Yes
Vishal-Shekhar,2025-02-07 17:01:00,Ishq Bulaava,303640,2025-02-07,2025,February,Friday,17,5.06,No
Jordan Sandhu,2025-02-07 17:05:00,Ammo (feat. Sultaan),202618,2025-02-07,2025,February,Friday,17,3.38,No
Jordan Sandhu,2025-02-07 17:08:00,Tu Te Sharab,195000,2025-02-07,2025,February,Friday,17,3.25,No
Jass Manak,2025-02-07 17:12:00,Prada,182115,2025-02-07,2025,February,Friday,17,3.04,No
Cheema Y,2025-02-07 17:15:00,California Love,175686,2025-02-07,2025,February,Friday,17,2.93,No
Jassie Gill,2025-02-07 17:18:00,Nikle Currant,212924,2025-02-07,2025,February,Friday,17,3.55,No
Guri,2025-02-07 17:21:00,Nira Ishq,181514,2025-02-07,2025,February,Friday,17,3.03,No
Harrdy Sandhu,2025-02-07 17:24:00,Kya Baat Ay,179444,2025-02-07,2025,February,Friday,17,2.99,No
Vishal-Shekhar,2025-02-07 17:30:00,Bulleya,357067,2025-02-07,2025,February,Friday,17,5.95,No
Garry Sandhu,2025-02-07 17:33:00,Feelinga,188000,2025-02-07,2025,February,Friday,17,3.13,No
Amrinder Gill,2025-02-07 17:37:00,Dildarian,247586,2025-02-07,2025,February,Friday,17,4.13,No
Mankirt Aulakh,2025-02-07 17:41:00,Kadar,189544,2025-02-07,2025,February,Friday,17,3.16,No
Chandra Brar,2025-02-07 17:43:00,MEDAL,133043,2025-02-07,2025,February,Friday,17,2.22,No
Guru Randhawa,2025-02-07 17:47:00,"Lahore (From ""Lahore"")",197390,2025-02-07,2025,February,Friday,17,3.29,No
Surjit Bindrakhia,2025-02-07 17:51:00,Tera Yaar Bolda,275983,2025-02-07,2025,February,Friday,17,4.60,No
Jass Manak,2025-02-07 17:54:00,"Rabb Wangu - From ""Sikander 2""",195708,2025-02-07,2025,February,Friday,17,3.26,No
Manni Sandhu,2025-02-07 17:59:00,Gani,266500,2025-02-07,2025,February,Friday,17,4.44,No
AP Dhillon,2025-02-07 18:01:00,Arrogant,102315,2025-02-07,2025,February,Friday,18,1.71,No
Guru Randhawa,2025-02-07 18:05:00,"High Rated Gabru (From ""High Rated Gabru"")",213932,2025-02-07,2025,February,Friday,18,3.57,No
Jass Manak,2025-02-07 18:08:00,"Shoot Da Order - From ""Shooter""",217142,2025-02-07,2025,February,Friday,18,3.62,No
Jass Manak,2025-02-07 18:12:00,Tera Mera Viah,197142,2025-02-07,2025,February,Friday,18,3.29,No
Jassie Gill,2025-02-07 18:15:00,Guitar Sikhda,189333,2025-02-07,2025,February,Friday,18,3.16,No
SARRB,2025-02-07 18:18:00,Kamlee,209032,2025-02-07,2025,February,Friday,18,3.48,No
Kaka,2025-02-07 18:23:00,Libaas,267029,2025-02-07,2025,February,Friday,18,4.45,No
Panjabi MC,2025-02-07 18:27:00,Dhol Jageero Da,264720,2025-02-07,2025,February,Friday,18,4.41,No
Pritam,2025-02-07 18:32:00,Khudaya Khair,280557,2025-02-07,2025,February,Friday,18,4.68,No
Harrdy Sandhu,2025-02-07 18:35:00,Hornn Blow,146431,2025-02-07,2025,February,Friday,18,2.44,No
Sherry Maan,2025-02-07 18:39:00,Chandigarh Waliye,221992,2025-02-07,2025,February,Friday,18,3.70,No
Ninja,2025-02-07 18:43:00,Oh Kyu Ni Jaan Ske,221177,2025-02-07,2025,February,Friday,18,3.69,No
Tegi Pannu,2025-02-07 18:45:00,Forever,140789,2025-02-07,2025,February,Friday,18,2.35,No
Karan Randhawa,2025-02-07 18:48:00,Jhanjra,212593,2025-02-07,2025,February,Friday,18,3.54,No
Cheema Y,2025-02-07 18:51:00,Blue Mountain,164000,2025-02-07,2025,February,Friday,18,2.73,No
Jaura Phagwara,2025-02-07 18:55:00,Sarkar,209931,2025-02-07,2025,February,Friday,18,3.50,No
Guru Randhawa,2025-02-07 18:58:00,Black,205546,2025-02-07,2025,February,Friday,18,3.43,No
Basant Kur,2025-02-07 19:00:00,HLO,132343,2025-02-07,2025,February,Friday,19,2.21,No
Wazir Patar,2025-02-07 19:03:00,Notorious,180000,2025-02-07,2025,February,Friday,19,3.00,No
Harjit Harman,2025-02-07 19:08:00,Mittraan Da Naa Chalda,256173,2025-02-07,2025,February,Friday,19,4.27,No
Sony Dhaliwal,2025-02-07 19:12:00,Mittran De Pind,212817,2025-02-07,2025,February,Friday,19,3.55,No
Nirvair Pannu,2025-02-07 19:14:00,City of Gold,161927,2025-02-07,2025,February,Friday,19,2.70,No
Sona Walia,2025-02-07 19:17:00,Marjaneya,156923,2025-02-07,2025,February,Friday,19,2.62,No
Jagjit Jugnu,2025-02-07 19:20:00,Ziddi Jatt,177071,2025-02-07,2025,February,Friday,19,2.95,No
Anurag Saikia,2025-02-07 19:25:00,Ishq Hai,312857,2025-02-07,2025,February,Friday,19,5.21,No
Juss,2025-02-07 19:28:00,Safar,197142,2025-02-07,2025,February,Friday,19,3.29,No
Gaaji Singh,2025-02-07 19:32:00,Munda Dil Da Ni Maada,190193,2025-02-07,2025,February,Friday,19,3.17,No
Jagjit Jugnu,2025-02-07 19:36:00,Dhund,243846,2025-02-07,2025,February,Friday,19,4.06,No
Navv Inder,2025-02-07 19:39:00,Wakhra Swag,190563,2025-02-07,2025,February,Friday,19,3.18,No
Guru Randhawa,2025-02-07 19:43:00,"Lagdi Lahore Di (From ""Street Dancer 3D"")",215368,2025-02-07,2025,February,Friday,19,3.59,No
Panjabi MC,2025-02-07 19:47:00,Main Hogaya Sharabbi,236173,2025-02-07,2025,February,Friday,19,3.94,No
Jagjit Jugnu,2025-02-07 19:49:00,Thand,149312,2025-02-07,2025,February,Friday,19,2.49,No
Ninja,2025-02-07 19:53:00,"Roi Na (From ""Shiddat"")",231849,2025-02-07,2025,February,Friday,19,3.86,No
Bhalwaan,2025-02-07 19:55:00,Sift,118762,2025-02-07,2025,February,Friday,19,1.98,No
Karan Sehmbi,2025-02-07 19:58:00,"Photo (From ""Luka Chuppi"")",177158,2025-02-07,2025,February,Friday,19,2.95,No
R Maan,2025-02-07 20:01:00,System Pe System,184117,2025-02-07,2025,February,Friday,20,3.07,No
Tej Gill,2025-02-07 20:05:00,Rooh,208577,2025-02-07,2025,February,Friday,20,3.48,No
Jordan Sandhu,2025-02-07 20:08:00,Ammo (feat. Sultaan),202618,2025-02-07,2025,February,Friday,20,3.38,No
Jasleen Royal,2025-02-07 20:12:00,Sahiba,217148,2025-02-07,2025,February,Friday,20,3.62,No
Amrinder Gill,2025-02-07 20:17:00,Ki Samjiye,284760,2025-02-07,2025,February,Friday,20,4.75,No
Varinder Brar,2025-02-07 20:20:00,Thaa,181340,2025-02-07,2025,February,Friday,20,3.02,No
Tegi Pannu,2025-02-07 20:23:00,Untouchable,153210,2025-02-07,2025,February,Friday,20,2.55,No
Zehr Vibe,2025-02-07 20:26:00,Distance Love,210681,2025-02-07,2025,February,Friday,20,3.51,No
Tegi Pannu,2025-02-07 20:29:00,Schedule,148376,2025-02-07,2025,February,Friday,20,2.47,No
Deep Jandu,2025-02-07 20:32:00,Pagol,219335,2025-02-07,2025,February,Friday,20,3.66,No
Garry Sandhu,2025-02-07 20:36:00,Do Gallan - Let's Talk,251142,2025-02-07,2025,February,Friday,20,4.19,No
Guru Randhawa,2025-02-07 20:40:00,"High Rated Gabru (From ""High Rated Gabru"")",213932,2025-02-07,2025,February,Friday,20,3.57,No
Mankirt Aulakh,2025-02-07 20:44:00,Gallan Mithiyan,214375,2025-02-07,2025,February,Friday,20,3.57,No
Sachet-Parampara,2025-02-07 20:48:00,"Raanjhan (From ""Do Patti"")",240066,2025-02-07,2025,February,Friday,20,4.00,No
Amrinder Gill,2025-02-07 20:50:00,Adore,130000,2025-02-07,2025,February,Friday,20,2.17,No
Harrdy Sandhu,2025-02-07 20:53:00,Hornn Blow,146431,2025-02-07,2025,February,Friday,20,2.44,No
Sherry Maan,2025-02-07 20:56:00,Chandigarh Waliye,221992,2025-02-07,2025,February,Friday,20,3.70,No
AP Dhillon,2025-02-07 20:59:00,315 (feat. Shinda Kahlon & Jazzy B),131042,2025-02-07,2025,February,Friday,20,2.18,No
Simar Panag,2025-02-07 21:01:00,Tu Hi Das De,172831,2025-02-07,2025,February,Friday,21,2.88,No
Tegi Pannu,2025-02-07 21:05:00,Into You,174508,2025-02-07,2025,February,Friday,21,2.91,No
Harnoor,2025-02-07 21:08:00,Moonlight,191449,2025-02-07,2025,February,Friday,21,3.19,No
Harkirat Sangha,2025-02-07 21:11:00,Patti Ton Patiala,168000,2025-02-07,2025,February,Friday,21,2.80,No
Nirvair Pannu,2025-02-07 21:17:00,Tere Layi,400416,2025-02-07,2025,February,Friday,21,6.67,No
Harrdy Sandhu,2025-02-07 21:24:00,Soch,346904,2025-02-07,2025,February,Friday,21,5.78,No
Ninja,2025-02-07 21:27:00,Oh Kyu Ni Jaan Ske,221177,2025-02-07,2025,February,Friday,21,3.69,No
Harvi,2025-02-07 21:30:00,Sufna Banke,179343,2025-02-07,2025,February,Friday,21,2.99,No
Vishal-Shekhar,2025-02-07 21:35:00,Ajab Si,241668,2025-02-07,2025,February,Friday,21,4.03,No
Inder Chahal,2025-02-07 21:38:00,Gal Karke,173381,2025-02-07,2025,February,Friday,21,2.89,No
Cheema Y,2025-02-07 21:40:00,Blue Mountain,100128,2025-02-07,2025,February,Friday,21,1.67,No
Guru Randhawa,2025-02-08 17:56:00,Black,936,2025-02-08,2025,February,Saturday,17,0.02,Yes
Basant Kur,2025-02-08 17:56:00,Curl Girl,1258,2025-02-08,2025,February,Saturday,17,0.02,Yes
Cheema Y,2025-02-08 17:56:00,Blue Mountain,2726,2025-02-08,2025,February,Saturday,17,0.05,Yes
Jaura Phagwara,2025-02-08 17:56:00,Sarkar,1479,2025-02-08,2025,February,Saturday,17,0.02,Yes
Shubh,2025-02-08 17:57:00,Her,53199,2025-02-08,2025,February,Saturday,17,0.89,No
Mohit Chauhan,2025-02-08 18:02:00,Tum Ho,316500,2025-02-08,2025,February,Saturday,18,5.28,No
Mohit Chauhan,2025-02-08 18:06:00,Sheher Mein,241736,2025-02-08,2025,February,Saturday,18,4.03,No
A.R. Rahman,2025-02-08 18:13:00,Nadaan Parinde,384000,2025-02-08,2025,February,Saturday,18,6.40,No
Mohit Chauhan,2025-02-08 18:18:00,Matargashti,328052,2025-02-08,2025,February,Saturday,18,5.47,No
A.R. Rahman,2025-02-08 18:26:00,Kun Faya Kun,470500,2025-02-08,2025,February,Saturday,18,7.84,No
Mohit Chauhan,2025-02-08 18:31:00,Phir Se Ud Chala,268833,2025-02-08,2025,February,Saturday,18,4.48,No
Kavita Krishnamurthy,2025-02-08 18:37:00,Tum Ko,345300,2025-02-08,2025,February,Saturday,18,5.76,No
Mohit Chauhan,2025-02-08 18:42:00,Kuchh Khaas,296890,2025-02-08,2025,February,Saturday,18,4.95,No
Sohail Sen,2025-02-08 18:46:00,Saiyaara,252160,2025-02-08,2025,February,Saturday,18,4.20,No
Mohit Chauhan,2025-02-08 18:51:00,Pehli Baar Mohabbat,321282,2025-02-08,2025,February,Saturday,18,5.35,No
Pritam,2025-02-08 18:57:00,Tum Se Hi,321225,2025-02-08,2025,February,Saturday,18,5.35,No
Pritam,2025-02-08 19:02:00,Abhi Kuch Dino Se,285686,2025-02-08,2025,February,Saturday,19,4.76,No
A.R. Rahman,2025-02-08 19:05:00,Tango For Taj,178500,2025-02-08,2025,February,Saturday,19,2.98,No
Harshdeep Kaur,2025-02-08 19:09:00,Katiya Karun,238000,2025-02-08,2025,February,Saturday,19,3.97,No
Mohit Chauhan,2025-02-08 19:14:00,Aur Ho,332410,2025-02-08,2025,February,Saturday,19,5.54,No
Pritam,2025-02-08 19:20:00,Dooriyan,337360,2025-02-08,2025,February,Saturday,19,5.62,No
Mohit Chauhan,2025-02-08 19:26:00,Haawa Haawa,339855,2025-02-08,2025,February,Saturday,19,5.66,No
Tony Kakkar,2025-02-08 19:31:00,Khuda Bhi,300419,2025-02-08,2025,February,Saturday,19,5.01,No
Mohit Chauhan,2025-02-08 19:35:00,Saadda Haq,262550,2025-02-08,2025,February,Saturday,19,4.38,No
Ranbir Kapoor,2025-02-11 08:10:00,Meeting Place,4013,2025-02-11,2025,February,Tuesday,8,0.07,Yes
