ArtistName,EndTime,TrackName,MsPlayed,Date,Year,Month,DayName,Hour,MinutesPlayed,IsSkipped
Ndee Kundu,2025-02-26 05:35:00,Desi Haan Ji,40260,2025-02-26,2025,February,Wednesday,5,0.67,No
Vikram Pannu,2025-02-26 05:57:00,Bandhan Raakhle,18641,2025-02-26,2025,February,Wednesday,5,0.31,Yes
Vikram Pannu,2025-02-26 07:05:00,Bandhan Raakhle,93960,2025-02-26,2025,February,Wednesday,7,1.57,No
Billa Sonipat Ala,2025-02-26 07:08:00,Albadi Hood,162584,2025-02-26,2025,February,Wednesday,7,2.71,No
Billa Sonipat Ala,2025-02-26 07:10:00,2 Gulaab,149151,2025-02-26,2025,February,Wednesday,7,2.49,No
Ak Jatti,2025-02-26 07:11:00,Sara Rola Patli Kamar ka,5416,2025-02-26,2025,February,Wednesday,7,0.09,Yes
Masoom Sharma,2025-02-26 07:11:00,Bhagatt Aadmi,16059,2025-02-26,2025,February,Wednesday,7,0.27,Yes
Diler Kharkiya,2025-02-26 07:11:00,Kabootri,5147,2025-02-26,2025,February,Wednesday,7,0.09,Yes
Filmy,2025-02-26 07:14:00,Winter Days,195405,2025-02-26,2025,February,Wednesday,7,3.26,No
Vikram Sarkar,2025-02-26 07:28:00,Gaadi Top Gear,25697,2025-02-26,2025,February,Wednesday,7,0.43,Yes
Vikram Sarkar,2025-02-26 07:55:00,Gaadi Top Gear,15134,2025-02-26,2025,February,Wednesday,7,0.25,Yes
Manish Tyagi KTC,2025-02-26 07:57:00,Nanhe Nanhe Ghungroo,111450,2025-02-26,2025,February,Wednesday,7,1.86,No
Krrish Rao,2025-02-26 07:58:00,Nishan,25285,2025-02-26,2025,February,Wednesday,7,0.42,Yes
Rahul Puthi,2025-02-26 07:59:00,Daud Ki Chhori,17661,2025-02-26,2025,February,Wednesday,7,0.29,Yes
Sinta Bhai,2025-02-26 07:59:00,Ashiq Rowe,23391,2025-02-26,2025,February,Wednesday,7,0.39,Yes
Pawan Pilania,2025-02-26 07:59:00,Dhai Litar Dudh,5292,2025-02-26,2025,February,Wednesday,7,0.09,Yes
Parmish Verma,2025-02-26 08:07:00,Le Chakk Main Aa Gya,247964,2025-02-26,2025,February,Wednesday,8,4.13,No
ADDI KALYAN,2025-02-26 08:08:00,Destiny,68892,2025-02-26,2025,February,Wednesday,8,1.15,No
Zain Zohaib,2025-02-26 08:09:00,Thagyan,46155,2025-02-26,2025,February,Wednesday,8,0.77,No
Zain Zohaib,2025-02-26 08:11:00,Ishq Hularey,23329,2025-02-26,2025,February,Wednesday,8,0.39,Yes
Karan Aujla,2025-02-26 08:43:00,Here & There,218702,2025-02-26,2025,February,Wednesday,8,3.65,No
Karan Aujla,2025-02-26 08:43:00,Here & There,28578,2025-02-26,2025,February,Wednesday,8,0.48,Yes
The PropheC,2025-02-26 08:45:00,Pull Up,21573,2025-02-26,2025,February,Wednesday,8,0.36,Yes
The PropheC,2025-02-27 03:12:00,Pull Up,25553,2025-02-27,2025,February,Thursday,3,0.43,Yes
The PropheC,2025-02-27 03:13:00,Pull Up,10271,2025-02-27,2025,February,Thursday,3,0.17,Yes
Hansraj Raghuwanshi,2025-02-27 03:17:00,Laagi Lagan Shankara,236355,2025-02-27,2025,February,Thursday,3,3.94,No
Hansraj Raghuwanshi,2025-02-27 03:38:00,Mera Bhola Hai Bhandari,336367,2025-02-27,2025,February,Thursday,3,5.61,No
Hansraj Raghuwanshi,2025-02-27 03:39:00,Mera Bhola Hai Bhandari,77189,2025-02-27,2025,February,Thursday,3,1.29,No
Hansraj Raghuwanshi,2025-02-27 03:45:00,Shiv Sama Rahe,333322,2025-02-27,2025,February,Thursday,3,5.56,No
Hansraj Raghuwanshi,2025-02-27 04:34:00,Parvati Boli Shankar Se,148878,2025-02-27,2025,February,Thursday,4,2.48,No
Hansraj Raghuwanshi,2025-02-27 04:42:00,Parvati Boli Shankar Se,56166,2025-02-27,2025,February,Thursday,4,0.94,No
Hansraj Raghuwanshi,2025-02-27 07:59:00,Parvati Boli Shankar Se,73673,2025-02-27,2025,February,Thursday,7,1.23,No
Karan Aujla,2025-02-27 08:04:00,Softly,155161,2025-02-27,2025,February,Thursday,8,2.59,No
Avvy Sra,2025-02-27 08:19:00,White Brown Black,49781,2025-02-27,2025,February,Thursday,8,0.83,No
Avvy Sra,2025-02-27 10:52:00,White Brown Black,127104,2025-02-27,2025,February,Thursday,10,2.12,No
Karan Aujla,2025-02-27 10:58:00,Admirin' You (feat. Preston Pablo),214750,2025-02-27,2025,February,Thursday,10,3.58,No
Karan Aujla,2025-02-27 11:52:00,Winning Speech,2437,2025-02-27,2025,February,Thursday,11,0.04,Yes
Karan Aujla,2025-02-27 11:57:00,Winning Speech,225023,2025-02-27,2025,February,Thursday,11,3.75,No
Badshah,2025-02-27 11:58:00,God Damn,30016,2025-02-27,2025,February,Thursday,11,0.50,No
Badshah,2025-02-27 12:00:00,God Damn,165610,2025-02-27,2025,February,Thursday,12,2.76,No
Karan Aujla,2025-02-27 12:07:00,ANTIDOTE,172680,2025-02-27,2025,February,Thursday,12,2.88,No
Karan Aujla,2025-02-27 16:43:00,Admirin' You (feat. Preston Pablo),214750,2025-02-27,2025,February,Thursday,16,3.58,No
Karan Aujla,2025-02-27 16:47:00,Softly,155161,2025-02-27,2025,February,Thursday,16,2.59,No
Badshah,2025-02-27 16:47:00,God Damn,1002,2025-02-27,2025,February,Thursday,16,0.02,Yes
Badshah,2025-02-27 16:50:00,God Damn,167234,2025-02-27,2025,February,Thursday,16,2.79,No
Karan Aujla,2025-02-27 16:50:00,ANTIDOTE,4250,2025-02-27,2025,February,Thursday,16,0.07,Yes
Avvy Sra,2025-02-27 16:50:00,White Brown Black,14649,2025-02-27,2025,February,Thursday,16,0.24,Yes
Rupinder Handa,2025-02-27 16:54:00,Kaali Activa - Pind De Gerhe,233936,2025-02-27,2025,February,Thursday,16,3.90,No
Jordan Sandhu,2025-02-27 16:54:00,Pre Workout,12235,2025-02-27,2025,February,Thursday,16,0.20,Yes
Dilpreet Dhillon,2025-02-27 16:55:00,Killa,3759,2025-02-27,2025,February,Thursday,16,0.06,Yes
Jordan Sandhu,2025-02-27 16:55:00,Fomo,3818,2025-02-27,2025,February,Thursday,16,0.06,Yes
Chandra Brar,2025-02-27 16:57:00,MEDAL,133043,2025-02-27,2025,February,Thursday,16,2.22,No
Jordan Sandhu,2025-02-27 17:00:00,Teeje Week,190203,2025-02-27,2025,February,Thursday,17,3.17,No
Jordan Sandhu,2025-02-27 17:04:00,Tareefan,64051,2025-02-27,2025,February,Thursday,17,1.07,No
Zeeshan Ali,2025-02-28 07:27:00,Sajna da Dil Torya,109670,2025-02-28,2025,February,Friday,7,1.83,No
Zain Zohaib,2025-03-05 07:07:00,Ranjheya Ve,278474,2025-03-05,2025,March,Wednesday,7,4.64,No
Zain Zohaib,2025-03-05 07:12:00,Thagyan,307976,2025-03-05,2025,March,Wednesday,7,5.13,No
Kailash Kher,2025-03-05 07:13:00,Saiyyan,0,2025-03-05,2025,March,Wednesday,7,0.00,Yes
Zain Zohaib,2025-03-05 07:13:00,Oh Sahib - Original Sountrack Of Abdullahpur Ka Devdas,39011,2025-03-05,2025,March,Wednesday,7,0.65,No
Salim–Sulaiman,2025-03-05 07:17:00,Saaiyaan,210133,2025-03-05,2025,March,Wednesday,7,3.50,No
Zain Zohaib,2025-03-05 19:07:00,Ranjheya Ve,278474,2025-03-05,2025,March,Wednesday,19,4.64,No
Himesh Reshammiya,2025-03-05 19:14:00,Main Jahaan Rahoon,382493,2025-03-05,2025,March,Wednesday,19,6.37,No
Sajid-Wajid,2025-03-05 19:20:00,Surili Akhiyon Wale,331746,2025-03-05,2025,March,Wednesday,19,5.53,No
Salim–Sulaiman,2025-03-05 19:26:00,O Re Piya,379768,2025-03-05,2025,March,Wednesday,19,6.33,No
Nusrat Fateh Ali Khan,2025-03-05 19:30:00,Mere Rashke Qamar,220382,2025-03-05,2025,March,Wednesday,19,3.67,No
Abida Parveen,2025-03-05 19:34:00,Chaap Tilak,227584,2025-03-05,2025,March,Wednesday,19,3.79,No
Rupinder Handa,2025-03-08 10:46:00,Kaali Activa - Pind De Gerhe,7401,2025-03-08,2025,March,Saturday,10,0.12,Yes
Zain Zohaib,2025-03-08 12:16:00,Ranjheya Ve,168587,2025-03-08,2025,March,Saturday,12,2.81,No
Shankar-Ehsaan-Loy,2025-03-08 13:37:00,Mera Yaar,64220,2025-03-08,2025,March,Saturday,13,1.07,No
Shankar-Ehsaan-Loy,2025-03-08 13:42:00,Mera Yaar,287073,2025-03-08,2025,March,Saturday,13,4.78,No
Shankar-Ehsaan-Loy,2025-03-08 13:57:00,Ishq Di Baajiyaan,101950,2025-03-08,2025,March,Saturday,13,1.70,No
Shankar-Ehsaan-Loy,2025-03-11 15:06:00,Ishq Di Baajiyaan,98617,2025-03-11,2025,March,Tuesday,15,1.64,No
Pritam,2025-03-12 08:26:00,Ye Tune Kya Kiya,314239,2025-03-12,2025,March,Wednesday,8,5.24,No
Pritam,2025-03-12 08:31:00,Tum Se Hi,321225,2025-03-12,2025,March,Wednesday,8,5.35,No
Pritam,2025-03-12 08:37:00,Tu Jaane Na,341933,2025-03-12,2025,March,Wednesday,8,5.70,No
Pritam,2025-03-12 08:41:00,Kabira,223459,2025-03-12,2025,March,Wednesday,8,3.72,No
Pritam,2025-03-12 08:46:00,Tera Hone Laga Hoon,299827,2025-03-12,2025,March,Wednesday,8,5.00,No
Pritam,2025-03-12 08:50:00,Pee Loon,285686,2025-03-12,2025,March,Wednesday,8,4.76,No
Pritam,2025-03-12 08:54:00,Ilahi,228982,2025-03-12,2025,March,Wednesday,8,3.82,No
Pritam,2025-03-12 09:10:00,Saudebazi (Encore),91108,2025-03-12,2025,March,Wednesday,9,1.52,No
Sachin-Jigar,2025-03-13 14:56:00,"Mushkil Hai (From ""Vicky Vidya Ka Woh Wala Video"")",83682,2025-03-13,2025,March,Thursday,14,1.39,No
Sachin-Jigar,2025-03-13 15:00:00,"Mushkil Hai (From ""Vicky Vidya Ka Woh Wala Video"")",243093,2025-03-13,2025,March,Thursday,15,4.05,No
Vishal Mishra,2025-03-13 15:23:00,"Zindagi Tere Naam (From ""Yodha"")",208133,2025-03-13,2025,March,Thursday,15,3.47,No
Vishal Mishra,2025-03-13 15:27:00,Aaj Bhi 2,135518,2025-03-13,2025,March,Thursday,15,2.26,No
Sachin-Jigar,2025-03-13 18:02:00,Tum Jo Mile Ho,6574,2025-03-13,2025,March,Thursday,18,0.11,Yes
Sachin-Jigar,2025-03-16 07:22:00,"Mushkil Hai (From ""Vicky Vidya Ka Woh Wala Video"")",243093,2025-03-16,2025,March,Sunday,7,4.05,No
Jeet Gannguli,2025-03-16 07:29:00,Chaahat,247120,2025-03-16,2025,March,Sunday,7,4.12,No
Jeet Gannguli,2025-03-16 07:30:00,Chaahat,15453,2025-03-16,2025,March,Sunday,7,0.26,Yes
Gurnazar,2025-03-16 07:34:00,Dost Banke,289820,2025-03-16,2025,March,Sunday,7,4.83,No
Shankar-Ehsaan-Loy,2025-03-16 07:39:00,Ishq Di Baajiyaan,287134,2025-03-16,2025,March,Sunday,7,4.79,No
Sohail Sen,2025-03-16 07:45:00,Aashiq Tera,294751,2025-03-16,2025,March,Sunday,7,4.91,No
Mustafa Zahid,2025-03-16 07:50:00,Toh Phir Aao,348280,2025-03-16,2025,March,Sunday,7,5.80,No
Sumedha Karmahe,2025-03-16 07:55:00,Toota Jo Kabhi Tara,305014,2025-03-16,2025,March,Sunday,7,5.08,No
Atif Aslam,2025-03-16 08:02:00,Pehli Dafa,298771,2025-03-16,2025,March,Sunday,8,4.98,No
Hansraj Raghuwanshi,2025-03-16 09:35:00,Shiv Sama Rahe,19006,2025-03-16,2025,March,Sunday,9,0.32,Yes
Karan Aujla,2025-03-16 09:40:00,Admirin' You (feat. Preston Pablo),214750,2025-03-16,2025,March,Sunday,9,3.58,No
Rahat Fateh Ali Khan,2025-03-16 09:45:00,"Jiya Dhadak Dhadak Jaye - From ""Kalyug""",319480,2025-03-16,2025,March,Sunday,9,5.32,No
Shankar-Ehsaan-Loy,2025-03-16 09:56:00,Sajdaa,365706,2025-03-16,2025,March,Sunday,9,6.10,No
Karan Aujla,2025-03-16 09:59:00,Softly,155161,2025-03-16,2025,March,Sunday,9,2.59,No
Nusrat Fateh Ali Khan,2025-03-16 10:03:00,Mere Rashke Qamar,220382,2025-03-16,2025,March,Sunday,10,3.67,No
Salim–Sulaiman,2025-03-16 10:09:00,O Re Piya,379768,2025-03-16,2025,March,Sunday,10,6.33,No
Sohail Sen,2025-03-16 10:15:00,Isq Risk,295079,2025-03-16,2025,March,Sunday,10,4.92,No
Jeet Gannguli,2025-03-16 10:19:00,Chaahat,262573,2025-03-16,2025,March,Sunday,10,4.38,No
Gurnazar,2025-03-16 10:20:00,Dost Banke,51103,2025-03-16,2025,March,Sunday,10,0.85,No
Vishal-Shekhar,2025-03-16 10:26:00,Aas Paas Khuda,319115,2025-03-16,2025,March,Sunday,10,5.32,No
Mithoon,2025-03-16 10:32:00,"Humnava (From ""Hamari Adhuri Kahani"")",328854,2025-03-16,2025,March,Sunday,10,5.48,No
KK,2025-03-16 10:37:00,"Beete Lamhein Lofi Mix (From ""The Train"")",298271,2025-03-16,2025,March,Sunday,10,4.97,No
Mustafa Zahid,2025-03-16 11:04:00,Tera Mera Rishta,262217,2025-03-16,2025,March,Sunday,11,4.37,No
Sachin-Jigar,2025-03-19 09:09:00,"Mushkil Hai (From ""Vicky Vidya Ka Woh Wala Video"")",243093,2025-03-19,2025,March,Wednesday,9,4.05,No
Vishal Mishra,2025-03-19 09:12:00,"Zindagi Tere Naam (From ""Yodha"")",208133,2025-03-19,2025,March,Wednesday,9,3.47,No
Vishal Mishra,2025-03-19 09:13:00,Aaj Bhi 2,19176,2025-03-19,2025,March,Wednesday,9,0.32,Yes
Tanishk Bagchi,2025-03-19 10:46:00,"Duur Na Karin (From ""Khel Khel Mein"")",173838,2025-03-19,2025,March,Wednesday,10,2.90,No
Sachin-Jigar,2025-03-19 10:50:00,"Mushkil Hai (From ""Vicky Vidya Ka Woh Wala Video"")",243093,2025-03-19,2025,March,Wednesday,10,4.05,No
Sachin-Jigar,2025-03-19 16:43:00,Tum Jo Mile Ho,163302,2025-03-19,2025,March,Wednesday,16,2.72,No
Vishal-Shekhar,2025-03-19 16:57:00,Jag Ghoomeya,165272,2025-03-19,2025,March,Wednesday,16,2.75,No
Vishal-Shekhar,2025-03-20 09:56:00,Jag Ghoomeya,116735,2025-03-20,2025,March,Thursday,9,1.95,No
Pritam,2025-03-20 10:02:00,Ajj Din Chadheya,315013,2025-03-20,2025,March,Thursday,10,5.25,No
Vishal-Shekhar,2025-03-20 10:19:00,Aas Paas Khuda,217997,2025-03-20,2025,March,Thursday,10,3.63,No
Pritam,2025-03-21 17:37:00,"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")",246988,2025-03-21,2025,March,Friday,17,4.12,No
Sachin-Jigar,2025-03-21 17:39:00,Piya O Re Piya,114399,2025-03-21,2025,March,Friday,17,1.91,No
Javed-Mohsin,2025-03-21 17:40:00,Pal,11699,2025-03-21,2025,March,Friday,17,0.19,Yes
Sachin-Jigar,2025-03-21 17:40:00,Saibo,6525,2025-03-21,2025,March,Friday,17,0.11,Yes
Shankar-Ehsaan-Loy,2025-03-21 17:53:00,O Rangrez,326713,2025-03-21,2025,March,Friday,17,5.45,No
Shreya Ghoshal,2025-03-21 17:54:00,"Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]",20239,2025-03-21,2025,March,Friday,17,0.34,Yes
Shreya Ghoshal,2025-03-21 17:55:00,"Silsila Ye Chahat Ka - From ""Devdas""",8792,2025-03-21,2025,March,Friday,17,0.15,Yes
Sachin-Jigar,2025-03-21 17:55:00,Saibo,3625,2025-03-21,2025,March,Friday,17,0.06,Yes
Sachin-Jigar,2025-03-21 17:55:00,Jeene Laga Hoon,2645,2025-03-21,2025,March,Friday,17,0.04,Yes
Pritam,2025-03-21 17:55:00,Raabta (Kehte Hain Khuda Ne),47031,2025-03-21,2025,March,Friday,17,0.78,No
Pritam,2025-03-21 17:56:00,Ami Je Tomar 3.0,1481,2025-03-21,2025,March,Friday,17,0.02,Yes
Sonu Nigam,2025-03-21 17:56:00,Dil Dooba,3864,2025-03-21,2025,March,Friday,17,0.06,Yes
Tayc,2025-03-21 17:56:00,Yimmy Yimmy,3691,2025-03-21,2025,March,Friday,17,0.06,Yes
Ajay-Atul,2025-03-21 17:56:00,Chikni Chameli,2249,2025-03-21,2025,March,Friday,17,0.04,Yes
A.R. Rahman,2025-03-21 17:56:00,"Banarasiya (From ""Raanjhanaa"")",12703,2025-03-21,2025,March,Friday,17,0.21,Yes
Vishal-Shekhar,2025-03-21 17:56:00,Bahara,12414,2025-03-21,2025,March,Friday,17,0.21,Yes
Vishal Dadlani,2025-03-21 17:56:00,Hamesha,8800,2025-03-21,2025,March,Friday,17,0.15,Yes
Jawad Ahmad,2025-03-21 17:56:00,Samjhawan,2857,2025-03-21,2025,March,Friday,17,0.05,Yes
Pritam,2025-03-21 17:57:00,Teri Ore,18371,2025-03-21,2025,March,Friday,17,0.31,Yes
JAI DHIR,2025-03-21 18:05:00,Akhiyaan,73559,2025-03-21,2025,March,Friday,18,1.23,No
JAI DHIR,2025-03-22 07:43:00,Akhiyaan,81392,2025-03-22,2025,March,Saturday,7,1.36,No
Lost Stories,2025-03-22 07:45:00,Taaj,61989,2025-03-22,2025,March,Saturday,7,1.03,No
Lost Stories,2025-03-22 07:47:00,Leja - Acoustic,172718,2025-03-22,2025,March,Saturday,7,2.88,No
Lost Stories,2025-03-22 07:51:00,Dori,159599,2025-03-22,2025,March,Saturday,7,2.66,No
JAI DHIR,2025-03-22 07:54:00,Simplicity,182117,2025-03-22,2025,March,Saturday,7,3.04,No
Lost Stories,2025-03-22 07:57:00,Taaj - Acoustic,165849,2025-03-22,2025,March,Saturday,7,2.76,No
JAI DHIR,2025-03-22 08:00:00,Snap,136000,2025-03-22,2025,March,Saturday,8,2.27,No
Lost Stories,2025-03-22 08:03:00,Leja,198058,2025-03-22,2025,March,Saturday,8,3.30,No
Pritam,2025-03-22 08:06:00,Kesariya - Punjabi Version,141702,2025-03-22,2025,March,Saturday,8,2.36,No
Rochak Kohli,2025-03-23 16:15:00,Bewafa Tera Masoom Chehra,242149,2025-03-23,2025,March,Sunday,16,4.04,No
Rochak Kohli,2025-03-23 16:18:00,"Dil De Diya (From ""Thank God"")",6143,2025-03-23,2025,March,Sunday,16,0.10,Yes
Rochak Kohli,2025-03-23 16:18:00,Khushi Jab Bhi Teri (Feat. Khushalii Kumar),194025,2025-03-23,2025,March,Sunday,16,3.23,No
Jubin Nautiyal,2025-03-23 16:30:00,Ek Mulaqat,46836,2025-03-23,2025,March,Sunday,16,0.78,No
Salim–Sulaiman,2025-03-26 18:00:00,Saaiyaan,50317,2025-03-26,2025,March,Wednesday,18,0.84,No
Salim–Sulaiman,2025-03-26 18:02:00,Saaiyaan,159817,2025-03-26,2025,March,Wednesday,18,2.66,No
Rahat Fateh Ali Khan,2025-03-26 18:04:00,Mann Ki Lagan,75594,2025-03-26,2025,March,Wednesday,18,1.26,No
Shankar-Ehsaan-Loy,2025-03-26 18:09:00,Bol Na Halke Halke,306834,2025-03-26,2025,March,Wednesday,18,5.11,No
Vishal-Shekhar,2025-03-26 18:14:00,Aas Paas Khuda,319115,2025-03-26,2025,March,Wednesday,18,5.32,No
Abida Parveen,2025-03-26 18:23:00,Chaap Tilak,532300,2025-03-26,2025,March,Wednesday,18,8.87,No
Salim–Sulaiman,2025-03-26 18:28:00,Shukran Allah,285973,2025-03-26,2025,March,Wednesday,18,4.77,No
Mohit Chauhan,2025-03-26 18:33:00,"Kuchh Khaas (From ""Fashion"")",261285,2025-03-26,2025,March,Wednesday,18,4.35,No
Mohit Chauhan,2025-03-29 07:51:00,"Kuchh Khaas (From ""Fashion"")",7527,2025-03-29,2025,March,Saturday,7,0.13,Yes
Vishal-Shekhar,2025-03-29 07:57:00,Jag Ghoomeya,281991,2025-03-29,2025,March,Saturday,7,4.70,No
Pritam,2025-03-29 08:09:00,Teri Ore,159500,2025-03-29,2025,March,Saturday,8,2.66,No
Zain Zohaib,2025-03-30 09:41:00,Ranjheya Ve,278474,2025-03-30,2025,March,Sunday,9,4.64,No
Rahat Fateh Ali Khan,2025-03-30 09:47:00,Mann Ki Lagan,291920,2025-03-30,2025,March,Sunday,9,4.87,No
Shankar-Ehsaan-Loy,2025-03-30 09:53:00,Sajdaa,365706,2025-03-30,2025,March,Sunday,9,6.10,No
Rahat Fateh Ali Khan,2025-03-30 09:58:00,"Rishte Naate - From ""De Dana Dan""",286586,2025-03-30,2025,March,Sunday,9,4.78,No
Abida Parveen,2025-03-30 10:06:00,Chaap Tilak,532300,2025-03-30,2025,March,Sunday,10,8.87,No
Vishal-Shekhar,2025-03-30 10:12:00,Aas Paas Khuda,319115,2025-03-30,2025,March,Sunday,10,5.32,No
Monty Sharma,2025-03-30 10:16:00,Jab Se Tere Naina,92926,2025-03-30,2025,March,Sunday,10,1.55,No
Monty Sharma,2025-03-30 13:13:00,Jab Se Tere Naina,273612,2025-03-30,2025,March,Sunday,13,4.56,No
Zain Zohaib,2025-03-30 13:18:00,Thagyan,225317,2025-03-30,2025,March,Sunday,13,3.76,No
Mohit Chauhan,2025-03-30 13:18:00,"Kuchh Khaas (From ""Fashion"")",49931,2025-03-30,2025,March,Sunday,13,0.83,No
Atif Aslam,2025-03-30 13:23:00,Pehli Dafa,298771,2025-03-30,2025,March,Sunday,13,4.98,No
Mustafa Zahid,2025-03-31 08:17:00,Tera Mera Rishta,34719,2025-03-31,2025,March,Monday,8,0.58,No
Raj Barman,2025-03-31 08:23:00,Kabhi Tum,289354,2025-03-31,2025,March,Monday,8,4.82,No
Raj Barman,2025-03-31 08:27:00,Hasde Zara,220122,2025-03-31,2025,March,Monday,8,3.67,No
Baman Chand,2025-03-31 08:30:00,Gham,225589,2025-03-31,2025,March,Monday,8,3.76,No
Raj Barman,2025-03-31 08:36:00,Vaar Dein,318422,2025-03-31,2025,March,Monday,8,5.31,No
Raj Barman,2025-03-31 08:40:00,Teri Bewafai,186333,2025-03-31,2025,March,Monday,8,3.11,No
Mahesh Matkar,2025-03-31 08:44:00,"Hamaari Tumhaari (From ""Jaan Abhi Baaki Hai"")",281570,2025-03-31,2025,March,Monday,8,4.69,No
Anu Malik,2025-03-31 08:45:00,Tujhe Yaad Na Karunga,54104,2025-03-31,2025,March,Monday,8,0.90,No
Anu Malik,2025-04-02 17:22:00,Tujhe Yaad Na Karunga,5888,2025-04-02,2025,April,Wednesday,17,0.10,Yes
Raj Barman,2025-04-02 17:23:00,Kabhi Tum,64085,2025-04-02,2025,April,Wednesday,17,1.07,No
Baman Chand,2025-04-02 17:23:00,Gham,33298,2025-04-02,2025,April,Wednesday,17,0.55,No
Mahesh Matkar,2025-04-02 17:25:00,"Hamaari Tumhaari (From ""Jaan Abhi Baaki Hai"")",74225,2025-04-02,2025,April,Wednesday,17,1.24,No
Rochak Kohli,2025-04-02 17:28:00,Bewafa Tera Masoom Chehra,54979,2025-04-02,2025,April,Wednesday,17,0.92,No
Sachin-Jigar,2025-04-02 17:32:00,"Mushkil Hai (From ""Vicky Vidya Ka Woh Wala Video"")",243093,2025-04-02,2025,April,Wednesday,17,4.05,No
Himesh Reshammiya,2025-04-02 17:39:00,Main Jahaan Rahoon,382493,2025-04-02,2025,April,Wednesday,17,6.37,No
Pritam,2025-04-02 17:43:00,Tera Deedar Hua,206784,2025-04-02,2025,April,Wednesday,17,3.45,No
Pritam,2025-04-04 06:00:00,Tera Deedar Hua,140807,2025-04-04,2025,April,Friday,6,2.35,No
Shankar-Ehsaan-Loy,2025-04-04 06:06:00,Bol Na Halke Halke,306834,2025-04-04,2025,April,Friday,6,5.11,No
KK,2025-04-04 06:12:00,"Beete Lamhein Lofi Mix (From ""The Train"")",298271,2025-04-04,2025,April,Friday,6,4.97,No
Mohit Chauhan,2025-04-04 06:16:00,"Kuchh Khaas (From ""Fashion"")",237838,2025-04-04,2025,April,Friday,6,3.96,No
Monty Sharma,2025-04-04 10:11:00,Jab Se Tere Naina,284573,2025-04-04,2025,April,Friday,10,4.74,No
Kailash Kher,2025-04-04 10:16:00,Piya Ghar Aavenge,342026,2025-04-04,2025,April,Friday,10,5.70,No
Atif Aslam,2025-04-04 10:19:00,Hona Tha Pyar,30111,2025-04-04,2025,April,Friday,10,0.50,No
Mustafa Zahid,2025-04-04 10:19:00,Tera Mera Rishta,89584,2025-04-04,2025,April,Friday,10,1.49,No
Shankar-Ehsaan-Loy,2025-04-04 10:24:00,Ishq Di Baajiyaan,287134,2025-04-04,2025,April,Friday,10,4.79,No
Kailash Kher,2025-04-04 10:33:00,Saiyyan,341444,2025-04-04,2025,April,Friday,10,5.69,No
Kailash Kher,2025-04-04 10:40:00,Saiyyan,2476,2025-04-04,2025,April,Friday,10,0.04,Yes
Shankar-Ehsaan-Loy,2025-04-05 03:54:00,Mitwa,180013,2025-04-05,2025,April,Saturday,3,3.00,No
Karan Aujla,2025-04-05 03:57:00,Wavy,161000,2025-04-05,2025,April,Saturday,3,2.68,No
Karan Aujla,2025-04-05 04:00:00,Jee Ni Lagda,139354,2025-04-05,2025,April,Saturday,4,2.32,No
Karan Aujla,2025-04-05 04:04:00,52 Bars,214024,2025-04-05,2025,April,Saturday,4,3.57,No
Karan Aujla,2025-04-05 04:07:00,Ykwim,194857,2025-04-05,2025,April,Saturday,4,3.25,No
Karan Aujla,2025-04-05 04:11:00,Take It Easy,210361,2025-04-05,2025,April,Saturday,4,3.51,No
Karan Aujla,2025-04-05 04:15:00,Winning Speech,227441,2025-04-05,2025,April,Saturday,4,3.79,No
Karan Aujla,2025-04-05 04:18:00,Game Over,154925,2025-04-05,2025,April,Saturday,4,2.58,No
Karan Aujla,2025-04-05 04:21:00,Gangsta,190153,2025-04-05,2025,April,Saturday,4,3.17,No
Karan Aujla,2025-04-05 04:22:00,"Tauba Tauba (From ""Bad Newz"")",1821,2025-04-05,2025,April,Saturday,4,0.03,Yes
Karan Aujla,2025-04-05 04:22:00,Sheesha,81064,2025-04-05,2025,April,Saturday,4,1.35,No
Karan Aujla,2025-04-05 04:25:00,Let 'em Play,195652,2025-04-05,2025,April,Saturday,4,3.26,No
Karan Aujla,2025-04-05 04:29:00,ANTIDOTE,187332,2025-04-05,2025,April,Saturday,4,3.12,No
Karan Aujla,2025-04-05 04:30:00,Try Me,111876,2025-04-05,2025,April,Saturday,4,1.86,No
Karan Aujla,2025-04-05 04:30:00,Champion's Anthem,2320,2025-04-05,2025,April,Saturday,4,0.04,Yes
Karan Aujla,2025-04-05 04:34:00,Bachke Bachke (feat. Yarah),210117,2025-04-05,2025,April,Saturday,4,3.50,No
Karan Aujla,2025-04-05 04:37:00,IDK HOW,175556,2025-04-05,2025,April,Saturday,4,2.93,No
Karan Aujla,2025-04-05 04:38:00,Fallin Apart,47394,2025-04-05,2025,April,Saturday,4,0.79,No
Karan Aujla,2025-04-05 04:38:00,Yaad,1381,2025-04-05,2025,April,Saturday,4,0.02,Yes
Karan Aujla,2025-04-05 04:38:00,Nothing Lasts,1510,2025-04-05,2025,April,Saturday,4,0.03,Yes
Karan Aujla,2025-04-05 04:38:00,Yeah Naah,1745,2025-04-05,2025,April,Saturday,4,0.03,Yes
Karan Aujla,2025-04-05 04:38:00,Hint,1425,2025-04-05,2025,April,Saturday,4,0.02,Yes
Karan Aujla,2025-04-05 04:41:00,Tareefan,174224,2025-04-05,2025,April,Saturday,4,2.90,No
